10
aver
0 	 0 	 5.000000 	 7.998469 	 1.000000 
1 	 0 	 5.000000 	 7.998469 	 1.000000 
2 	 0 	 5.000000 	 7.998469 	 1.000000 
3 	 0 	 5.000000 	 7.998469 	 1.000000 
4 	 0 	 5.000000 	 7.998469 	 1.000000 
5 	 0 	 5.000000 	 7.998469 	 1.000000 
6 	 0 	 5.000000 	 7.998469 	 1.000000 
7 	 0 	 5.000000 	 7.998469 	 1.000000 
8 	 0 	 5.000000 	 7.998469 	 1.000000 
9 	 0 	 5.000000 	 7.998469 	 1.000000 
10
aver
0 	 0 	 5.000000 	 7.994215 	 1.000000 
1 	 0 	 5.000000 	 7.994215 	 1.000000 
2 	 0 	 5.000000 	 7.994215 	 1.000000 
3 	 0 	 5.000000 	 7.994215 	 1.000000 
4 	 0 	 5.000000 	 7.994215 	 1.000000 
5 	 0 	 5.000000 	 7.994215 	 1.000000 
6 	 0 	 5.000000 	 7.994215 	 1.000000 
7 	 0 	 5.000000 	 7.994215 	 1.000000 
8 	 0 	 5.000000 	 7.994215 	 1.000000 
9 	 0 	 5.000000 	 7.994215 	 1.000000 
10
aver
0 	 0 	 5.000000 	 7.987240 	 1.000000 
1 	 0 	 5.000000 	 7.987240 	 1.000000 
2 	 0 	 5.000000 	 7.987240 	 1.000000 
3 	 0 	 5.000000 	 7.987240 	 1.000000 
4 	 0 	 5.000000 	 7.987240 	 1.000000 
5 	 0 	 5.000000 	 7.987240 	 1.000000 
6 	 0 	 5.000000 	 7.987240 	 1.000000 
7 	 0 	 5.000000 	 7.987240 	 1.000000 
8 	 0 	 5.000000 	 7.987240 	 1.000000 
9 	 0 	 5.000000 	 7.987240 	 1.000000 
10
aver
0 	 0 	 5.000000 	 7.977542 	 1.000000 
1 	 0 	 5.000000 	 7.977542 	 1.000000 
2 	 0 	 5.000000 	 7.977542 	 1.000000 
3 	 0 	 5.000000 	 7.977542 	 1.000000 
4 	 0 	 5.000000 	 7.977542 	 1.000000 
5 	 0 	 5.000000 	 7.977542 	 1.000000 
6 	 0 	 5.000000 	 7.977542 	 1.000000 
7 	 0 	 5.000000 	 7.977542 	 1.000000 
8 	 0 	 5.000000 	 7.977542 	 1.000000 
9 	 0 	 5.000000 	 7.977542 	 1.000000 
10
aver
0 	 0 	 5.000000 	 7.965122 	 1.000000 
1 	 0 	 5.000000 	 7.965122 	 1.000000 
2 	 0 	 5.000000 	 7.965122 	 1.000000 
3 	 0 	 5.000000 	 7.965122 	 1.000000 
